,tile_id,Region,GroundTruth,ClassifierConf
ESP_011296_0975_46,APF00006nw,Wellington,1.0,0.9999403953552246
ESP_011296_0975_47,APF00006n6,Wellington,1.0,0.9998024106025696
ESP_011296_0975_48,APF00006nj,Wellington,1.0,0.9997292160987854
ESP_011296_0975_49,APF00006mg,Wellington,1.0,0.9997522234916687
ESP_011296_0975_50,APF00006nk,Wellington,1.0,0.9996021389961243
ESP_011296_0975_51,APF00006o1,Wellington,1.0,0.9992528557777405
ESP_011296_0975_52,APF00006o7,Wellington,1.0,0.9994727969169617
ESP_011296_0975_53,APF00006no,Wellington,1.0,0.9996603727340698
ESP_011296_0975_54,APF00006np,Wellington,1.0,0.9997692704200745
ESP_011296_0975_55,APF00006ne,Wellington,1.0,0.9996477365493774
ESP_011296_0975_56,APF00006nf,Wellington,1.0,0.9979301691055298
ESP_011296_0975_57,APF00006ns,Wellington,1.0,0.9991557598114014
ESP_011296_0975_58,APF00006mu,Wellington,1.0,0.9958372116088867
ESP_011296_0975_59,APF00006nx,Wellington,1.0,0.9972787499427795
ESP_011296_0975_60,APF00006ml,Wellington,1.0,0.9952918291091919
ESP_011296_0975_61,APF00006oa,Wellington,1.0,0.9957404136657715
ESP_011296_0975_62,APF00006mf,Wellington,1.0,0.9935198426246643
ESP_011296_0975_63,APF00006of,Wellington,1.0,0.9943459630012512
ESP_011296_0975_64,APF00006ng,Wellington,1.0,0.9887555241584778
ESP_011296_0975_65,APF00006o8,Wellington,1.0,0.99470454454422
ESP_011296_0975_66,APF00006o0,Wellington,1.0,0.99849534034729
ESP_011296_0975_67,APF00006ou,Wellington,1.0,0.9916200637817383
ESP_011296_0975_68,APF00006oi,Wellington,1.0,0.9900367259979248
ESP_011296_0975_69,APF00006o9,Wellington,1.0,0.9936098456382751
ESP_011296_0975_70,APF00006n7,Wellington,1.0,0.973937451839447
ESP_011296_0975_71,APF00006mh,Wellington,1.0,0.9859667420387268
ESP_011296_0975_72,APF00006my,Wellington,1.0,0.9820614457130432
ESP_011296_0975_73,APF00006ny,Wellington,1.0,0.9794305562973022
ESP_011296_0975_74,APF00006om,Wellington,1.0,0.9818580150604248
ESP_011296_0975_75,APF00006ob,Wellington,1.0,0.9894648790359497
ESP_011296_0975_76,APF00006mn,Wellington,1.0,0.993221640586853
ESP_011296_0975_77,APF00006nz,Wellington,1.0,0.9781952500343323
ESP_011296_0975_78,APF00006mp,Wellington,1.0,0.9932504892349243
ESP_011296_0975_79,APF00006ow,Wellington,1.0,0.9986935257911682
ESP_011296_0975_80,APF00006oh,Wellington,1.0,0.9990947246551514
ESP_011296_0975_81,APF00006ni,Wellington,1.0,0.9992008805274963
ESP_011296_0975_82,APF00006os,Wellington,1.0,0.9992510676383972
ESP_011296_0975_83,APF00006mj,Wellington,1.0,0.9991890788078308
ESP_011296_0975_84,APF00006n5,Wellington,1.0,0.9952115416526794
ESP_011296_0975_85,APF00006nr,Wellington,1.0,0.9995896220207214
ESP_011296_0975_86,APF00006mi,Wellington,1.0,0.9982288479804993
ESP_011296_0975_87,APF00006na,Wellington,1.0,0.9991357922554016
ESP_011296_0975_88,APF00006oq,Wellington,1.0,0.9996528625488281
ESP_011296_0975_89,APF00006mw,Wellington,1.0,0.9991820454597473
ESP_011296_0975_90,APF00006n3,Wellington,1.0,0.9991764426231384
ESP_012008_0975_0,APF00006ys,Wellington,1.0,0.9816443920135498
ESP_012008_0975_1,APF00006qg,Wellington,1.0,0.9816319942474365
ESP_012008_0975_2,APF00006wy,Wellington,1.0,0.9999743700027466
ESP_012008_0975_3,APF00006ph,Wellington,1.0,0.9998181462287903
ESP_012008_0975_4,APF00006yl,Wellington,1.0,0.9770110249519348
ESP_012008_0975_5,APF00006s9,Wellington,1.0,0.9999123811721802
ESP_012008_0975_6,APF00006wn,Wellington,1.0,0.9999171495437622
ESP_012008_0975_7,APF00006x7,Wellington,1.0,0.9999746084213257
ESP_012008_0975_8,APF00006va,Wellington,1.0,0.9999946355819702
ESP_012008_0975_9,APF00006v0,Wellington,1.0,0.999995231628418
ESP_012008_0975_10,APF00006pz,Wellington,1.0,0.9999904632568359
ESP_012008_0975_11,APF00006xf,Wellington,1.0,0.9997116923332214
ESP_012008_0975_12,APF00006y3,Wellington,1.0,0.9899529814720154
ESP_012008_0975_13,APF00006x9,Wellington,1.0,0.9998655319213867
ESP_012008_0975_14,APF00006ps,Wellington,1.0,0.9998657703399658
ESP_012008_0975_15,APF00006ub,Wellington,1.0,0.9999994039535522
ESP_012008_0975_16,APF00006s8,Wellington,1.0,0.9999936819076538
ESP_012008_0975_17,APF00006vi,Wellington,1.0,0.9999988079071045
ESP_012008_0975_18,APF00006r5,Wellington,1.0,0.9999860525131226
ESP_012008_0975_19,APF00006xi,Wellington,1.0,0.9999929666519165
ESP_012008_0975_20,APF00006sf,Wellington,1.0,0.9999982118606567
ESP_012008_0975_21,APF00006wu,Wellington,1.0,0.9999792575836182
ESP_012008_0975_22,APF00006x2,Wellington,1.0,0.9999710321426392
ESP_012008_0975_23,APF00006tz,Wellington,1.0,0.9999819993972778
ESP_012008_0975_24,APF00006ye,Wellington,1.0,0.9999148845672607
ESP_012008_0975_25,APF00006s2,Wellington,1.0,0.9999279975891113
ESP_012008_0975_26,APF00006vl,Wellington,1.0,0.999700665473938
ESP_012008_0975_27,APF00006r9,Wellington,1.0,0.9998478889465332
ESP_012008_0975_28,APF00006rx,Wellington,1.0,0.9996689558029175
ESP_012008_0975_29,APF00006u8,Wellington,1.0,0.9999760389328003
ESP_012008_0975_30,APF00006qs,Wellington,1.0,0.999908447265625
ESP_012008_0975_31,APF00006v8,Wellington,1.0,0.9999468326568604
ESP_012008_0975_32,APF00006tm,Wellington,1.0,0.9999872446060181
ESP_012008_0975_33,APF00006qu,Wellington,1.0,0.9999089241027832
ESP_012008_0975_34,APF00006r6,Wellington,1.0,0.9995315074920654
ESP_012008_0975_35,APF00006pl,Wellington,1.0,0.9997441172599792
ESP_012008_0975_36,APF00006qw,Wellington,1.0,0.999972939491272
ESP_012008_0975_37,APF00006tq,Wellington,1.0,0.9999934434890747
ESP_012008_0975_38,APF00006rk,Wellington,1.0,0.9999651908874512
ESP_012008_0975_39,APF00006td,Wellington,1.0,0.9999816417694092
ESP_012008_0975_40,APF00006ud,Wellington,1.0,0.9999785423278809
ESP_012008_0975_41,APF00006t5,Wellington,1.0,0.9999749660491943
ESP_012008_0975_42,APF00006ql,Wellington,1.0,0.9999665021896362
ESP_012008_0975_43,APF00006x8,Wellington,1.0,0.9999774694442749
ESP_012008_0975_44,APF00006q2,Wellington,1.0,0.9999877214431763
ESP_012008_0975_45,APF00006xs,Wellington,1.0,0.999992847442627
ESP_012008_0975_46,APF00006uf,Wellington,1.0,0.9999912977218628
ESP_012008_0975_47,APF00006rp,Wellington,1.0,0.999885082244873
ESP_012008_0975_48,APF00006t7,Wellington,1.0,0.9999743700027466
ESP_012008_0975_49,APF00006p5,Wellington,1.0,0.9996609687805176
ESP_012008_0975_50,APF00006t8,Wellington,1.0,0.9999731779098511
ESP_012008_0975_51,APF00006uq,Wellington,1.0,0.9999831914901733
ESP_012008_0975_52,APF00006vm,Wellington,1.0,0.9999984502792358
ESP_012008_0975_53,APF00006tt,Wellington,1.0,0.999881386756897
ESP_012008_0975_54,APF00006ty,Wellington,1.0,0.9999576807022095
ESP_012008_0975_55,APF00006sq,Wellington,1.0,0.9999743700027466
ESP_012008_0975_56,APF00006su,Wellington,1.0,0.9999053478240967
ESP_012008_0975_57,APF00006u6,Wellington,1.0,0.999985933303833
ESP_012008_0975_58,APF00006qp,Wellington,1.0,0.9999798536300659
ESP_012008_0975_59,APF00006ug,Wellington,1.0,0.9999873638153076
ESP_012008_0975_60,APF00006pi,Wellington,1.0,0.9999388456344604
ESP_012008_0975_61,APF00006w8,Wellington,1.0,0.9999982118606567
ESP_012008_0975_62,APF00006p1,Wellington,1.0,0.9999997615814209
ESP_012008_0975_63,APF00006wz,Wellington,1.0,0.9999792575836182
ESP_012008_0975_64,APF00006t0,Wellington,1.0,0.9999591112136841
ESP_012008_0975_65,APF00006vu,Wellington,1.0,0.9971551895141602
ESP_012008_0975_66,APF00006up,Wellington,1.0,0.9996356964111328
ESP_012008_0975_67,APF00006yf,Wellington,1.0,0.9996063113212585
ESP_012008_0975_68,APF00006x3,Wellington,1.0,0.9999581575393677
ESP_012008_0975_69,APF00006w4,Wellington,1.0,0.999996542930603
ESP_012008_0975_70,APF00006rr,Wellington,1.0,0.9999104738235474
ESP_012008_0975_71,APF00006p6,Wellington,1.0,0.9993498921394348
ESP_012008_0975_72,APF00006vj,Wellington,1.0,0.7942448854446411
ESP_012008_0975_73,APF00006xz,Wellington,1.0,0.9976003766059875
ESP_012008_0975_74,APF00006sa,Wellington,1.0,0.9999381303787231
ESP_012008_0975_75,APF00006s0,Wellington,1.0,0.9943550825119019
ESP_012008_0975_76,APF00006q5,Wellington,1.0,0.9999887943267822
ESP_012008_0975_77,APF00006tl,Wellington,1.0,0.9999051094055176
ESP_012008_0975_78,APF00006pv,Wellington,1.0,0.9999829530715942
ESP_012008_0975_79,APF00006v5,Wellington,1.0,0.9999998807907104
ESP_012008_0975_80,APF00006xw,Wellington,1.0,1.0
ESP_012008_0975_81,APF00006tr,Wellington,1.0,0.9999946355819702
ESP_012008_0975_82,APF00006xh,Wellington,1.0,0.9999779462814331
ESP_012008_0975_83,APF00006t3,Wellington,1.0,0.9999998807907104
ESP_012008_0975_84,APF00006xb,Wellington,1.0,0.9999996423721313
ESP_012008_0975_85,APF00006uz,Wellington,1.0,0.999987006187439
ESP_012008_0975_86,APF00006rq,Wellington,1.0,0.9999994039535522
ESP_012008_0975_87,APF00006sh,Wellington,1.0,0.9999998807907104
ESP_012008_0975_88,APF00006vb,Wellington,1.0,0.9999963045120239
ESP_012008_0975_89,APF00006sj,Wellington,1.0,0.9999991655349731
ESP_012008_0975_90,APF00006y7,Wellington,1.0,0.9999988079071045
ESP_012008_0975_91,APF00006pp,Wellington,1.0,0.9999995231628418
ESP_012008_0975_92,APF00006q0,Wellington,1.0,0.9999957084655762
ESP_012008_0975_93,APF00006wl,Wellington,1.0,0.9999995231628418
ESP_012008_0975_94,APF00006v1,Wellington,1.0,0.9999960660934448
ESP_012008_0975_95,APF00006wv,Wellington,1.0,0.9999979734420776
ESP_012008_0975_96,APF00006w1,Wellington,1.0,0.9999786615371704
ESP_012008_0975_97,APF00006rb,Wellington,1.0,0.9999674558639526
ESP_012008_0975_98,APF00006yn,Wellington,1.0,0.9999760389328003
ESP_012008_0975_99,APF00006xo,Wellington,1.0,0.9999991655349731
ESP_012008_0975_100,APF00006v3,Wellington,1.0,0.9999969005584717
ESP_012008_0975_101,APF00006ur,Wellington,1.0,0.9999887943267822
ESP_012008_0975_102,APF00006rv,Wellington,1.0,0.9999948740005493
ESP_012008_0975_103,APF00006pq,Wellington,1.0,0.999870777130127
ESP_012008_0975_104,APF00006rw,Wellington,1.0,0.9999996423721313
ESP_012008_0975_105,APF00006v4,Wellington,1.0,0.9999867677688599
ESP_012008_0975_106,APF00006pk,Wellington,1.0,0.9999991655349731
ESP_012008_0975_107,APF00006wt,Wellington,1.0,0.9999980926513672
ESP_012008_0975_108,APF00006tb,Wellington,1.0,0.999996542930603
ESP_012008_0975_109,APF00006r3,Wellington,1.0,0.999974250793457
ESP_012008_0975_110,APF00006wi,Wellington,1.0,0.9999994039535522
ESP_012008_0975_111,APF00006vf,Wellington,1.0,0.9999991655349731
ESP_012008_0975_112,APF00006p2,Wellington,1.0,0.9999971389770508
ESP_012008_0975_113,APF00006qf,Wellington,1.0,0.9999970197677612
ESP_012008_0975_114,APF00006pj,Wellington,1.0,0.9999901056289673
ESP_012008_0975_115,APF00006xl,Wellington,1.0,0.9999945163726807
ESP_012008_0975_116,APF00006xr,Wellington,1.0,0.9999961853027344
ESP_012008_0975_117,APF00006um,Wellington,1.0,0.9999942779541016
ESP_012008_0975_118,APF00006so,Wellington,1.0,0.9999972581863403
ESP_012008_0975_119,APF00006y5,Wellington,1.0,0.9999991655349731
ESP_012008_0975_120,APF00006ue,Wellington,1.0,0.9999964237213135
ESP_012008_0975_121,APF00006sy,Wellington,1.0,0.9999910593032837
ESP_012008_0975_122,APF00006xn,Wellington,1.0,0.999991774559021
ESP_012008_0975_123,APF00006yo,Wellington,1.0,0.9999990463256836
ESP_012008_0975_124,APF00006q4,Wellington,1.0,0.9999984502792358
ESP_012008_0975_125,APF00006yv,Wellington,1.0,0.9999243021011353
ESP_012008_0975_126,APF00006pa,Wellington,1.0,0.9999972581863403
ESP_012008_0975_127,APF00006us,Wellington,1.0,0.999997615814209
ESP_012008_0975_128,APF00006q9,Wellington,1.0,0.9999959468841553
ESP_012008_0975_129,APF00006wj,Wellington,1.0,0.9999986886978149
ESP_012008_0975_130,APF00006qc,Wellington,1.0,0.999982476234436
ESP_012008_0975_131,APF00006yg,Wellington,1.0,0.9999943971633911
ESP_012008_0975_132,APF00006sr,Wellington,1.0,0.9999196529388428
ESP_012008_0975_133,APF00006p3,Wellington,1.0,0.9999827146530151
ESP_012008_0975_134,APF00006vn,Wellington,1.0,0.9999613761901855
ESP_012008_0975_135,APF00006x0,Wellington,1.0,0.9999570846557617
ESP_012008_0975_136,APF00006xc,Wellington,1.0,0.9999866485595703
ESP_012008_0975_137,APF00006s1,Wellington,1.0,0.9999687671661377
ESP_012008_0975_138,APF00006xg,Wellington,1.0,0.9999828338623047
ESP_012008_0975_139,APF00006re,Wellington,1.0,0.999994158744812
ESP_012008_0975_140,APF00006qm,Wellington,1.0,0.9999979734420776
ESP_012008_0975_141,APF00006qv,Wellington,1.0,0.9999599456787109
ESP_012008_0975_142,APF00006qb,Wellington,1.0,0.9999979734420776
ESP_012008_0975_143,APF00006qt,Wellington,1.0,0.9999969005584717
ESP_012008_0975_144,APF00006ve,Wellington,1.0,0.9381095170974731
ESP_012008_0975_145,APF00006w7,Wellington,1.0,0.9998964071273804
ESP_012008_0975_146,APF00006vz,Wellington,1.0,0.9999780654907227
ESP_012008_0975_147,APF00006vq,Wellington,1.0,0.9997722506523132
ESP_012008_0975_148,APF00006pf,Wellington,1.0,0.9999935626983643
ESP_012008_0975_149,APF00006y9,Wellington,1.0,0.9995379447937012
ESP_012008_0975_150,APF00006xv,Wellington,1.0,0.9999998807907104
ESP_012008_0975_151,APF00006vv,Wellington,1.0,0.9999905824661255
ESP_012008_0975_152,APF00006r1,Wellington,1.0,0.9999918937683105
ESP_012008_0975_153,APF00006w2,Wellington,1.0,0.9999833106994629
ESP_012008_0975_154,APF00006uv,Wellington,1.0,0.9998791217803955
ESP_012008_0975_155,APF00006th,Wellington,1.0,1.0
ESP_012008_0975_156,APF00006qq,Wellington,1.0,0.9999996423721313
ESP_012008_0975_157,APF00006wb,Wellington,1.0,0.9999994039535522
ESP_012008_0975_158,APF00006pb,Wellington,1.0,0.9999935626983643
ESP_012008_0975_159,APF00006ui,Wellington,1.0,0.9999995231628418
ESP_012008_0975_160,APF00006y8,Wellington,1.0,0.9999628067016602
ESP_012008_0975_161,APF00006wh,Wellington,1.0,0.9999942779541016
ESP_012008_0975_162,APF00006q7,Wellington,1.0,0.9999977350234985
ESP_012008_0975_163,APF00006y2,Wellington,1.0,0.9999995231628418
ESP_012008_0975_164,APF00006yq,Wellington,1.0,0.9999983310699463
ESP_012008_0975_165,APF00006pn,Wellington,1.0,0.9999997615814209
ESP_012008_0975_166,APF00006qh,Wellington,1.0,0.999992847442627
ESP_012008_0975_167,APF00006tf,Wellington,1.0,0.999996542930603
ESP_012008_0975_168,APF00006uj,Wellington,1.0,0.9999843835830688
ESP_012008_0975_169,APF00006s4,Wellington,1.0,0.9999496936798096
ESP_012008_0975_170,APF00006sc,Wellington,1.0,0.9999997615814209
ESP_012008_0975_171,APF00006yk,Wellington,1.0,0.9999953508377075
ESP_012008_0975_172,APF00006vd,Wellington,1.0,0.9999549388885498
ESP_012008_0975_173,APF00006x6,Wellington,1.0,0.9999833106994629
ESP_012008_0975_174,APF00006sb,Wellington,1.0,0.9999961853027344
ESP_012008_0975_175,APF00006wq,Wellington,1.0,0.999995231628418
ESP_012008_0975_176,APF00006wo,Wellington,1.0,0.9999991655349731
ESP_012008_0975_177,APF00006y1,Wellington,1.0,0.9999967813491821
ESP_012008_0975_178,APF00006r8,Wellington,1.0,0.9999974966049194
ESP_012008_0975_179,APF00006rc,Wellington,1.0,0.9999997615814209
ESP_012008_0975_180,APF00006xx,Wellington,1.0,0.9999979734420776
ESP_012008_0975_181,APF00006vx,Wellington,1.0,0.9999998807907104
ESP_012008_0975_182,APF00006ra,Wellington,1.0,0.9999971389770508
ESP_012008_0975_183,APF00006rn,Wellington,1.0,0.9999943971633911
ESP_012008_0975_184,APF00006p8,Wellington,1.0,0.9999970197677612
ESP_012008_0975_185,APF00006q6,Wellington,1.0,0.9999997615814209
ESP_012008_0975_186,APF00006u9,Wellington,1.0,0.999998927116394
ESP_012008_0975_187,APF00006r2,Wellington,1.0,0.9999992847442627
ESP_012008_0975_188,APF00006oy,Wellington,1.0,1.0
ESP_012008_0975_189,APF00006qn,Wellington,1.0,0.9999998807907104
ESP_012008_0975_190,APF00006pm,Wellington,1.0,0.9999997615814209
ESP_012008_0975_191,APF00006rm,Wellington,1.0,0.9999988079071045
ESP_012008_0975_192,APF00006vo,Wellington,1.0,0.9999995231628418
ESP_012008_0975_193,APF00006sl,Wellington,1.0,0.9999815225601196
ESP_012008_0975_194,APF00006s5,Wellington,1.0,0.9999855756759644
ESP_012008_0975_195,APF00006po,Wellington,1.0,0.999998927116394
ESP_012008_0975_196,APF00006rs,Wellington,1.0,0.9999927282333374
ESP_012008_0975_197,APF00006xy,Wellington,1.0,0.9999948740005493
ESP_012008_0975_198,APF00006yr,Wellington,1.0,0.9999884366989136
ESP_012008_0975_199,APF00006t6,Wellington,1.0,0.9999974966049194
ESP_012008_0975_200,APF00006vh,Wellington,1.0,0.9999606609344482
ESP_012008_0975_201,APF00006y6,Wellington,1.0,0.9999964237213135
ESP_012008_0975_202,APF00006r4,Wellington,1.0,0.9999871253967285
ESP_012008_0975_203,APF00006pe,Wellington,1.0,0.9999856948852539
ESP_012008_0975_204,APF00006q1,Wellington,1.0,0.999992847442627
ESP_012008_0975_205,APF00006v7,Wellington,1.0,0.9999992847442627
ESP_012008_0975_206,APF00006wg,Wellington,1.0,0.999723494052887
ESP_012008_0975_207,APF00006u1,Wellington,1.0,0.9999115467071533
ESP_012008_0975_208,APF00006t9,Wellington,1.0,0.999977707862854
ESP_012008_0975_209,APF00006rt,Wellington,1.0,0.9999735355377197
ESP_012008_0975_210,APF00006tk,Wellington,1.0,0.9996424913406372
ESP_012008_0975_211,APF00006xd,Wellington,1.0,0.9999083280563354
ESP_012008_0975_212,APF00006se,Wellington,1.0,0.9999994039535522
ESP_012008_0975_213,APF00006vp,Wellington,1.0,0.9999971389770508
ESP_012008_0975_214,APF00006t4,Wellington,1.0,0.999995231628418
ESP_012008_0975_215,APF00006yp,Wellington,1.0,0.9999953508377075
ESP_012008_0975_216,APF00006sk,Wellington,1.0,0.9938592314720154
ESP_012008_0975_217,APF00006r7,Wellington,1.0,0.9994115829467773
ESP_012008_0975_218,APF00006tg,Wellington,1.0,0.9999849796295166
ESP_012008_0975_219,APF00006u7,Wellington,1.0,0.9999934434890747
ESP_012008_0975_220,APF00006p4,Wellington,1.0,0.9998303651809692
ESP_012008_0975_221,APF00006vt,Wellington,1.0,0.9999880790710449
ESP_012008_0975_222,APF00006xk,Wellington,1.0,0.9999791383743286
ESP_012008_0975_223,APF00006x1,Wellington,1.0,0.9998006224632263
ESP_012008_0975_224,APF00006v9,Wellington,1.0,0.9999784231185913
ESP_012008_0975_225,APF00006x4,Wellington,1.0,0.9999986886978149
ESP_012008_0975_226,APF00006qj,Wellington,1.0,0.9999994039535522
ESP_012008_0975_227,APF00006uo,Wellington,1.0,0.999983549118042
ESP_012008_0975_228,APF00006ss,Wellington,1.0,0.9999948740005493
ESP_012008_0975_229,APF00006wx,Wellington,1.0,0.9999946355819702
ESP_012008_0975_230,APF00006qi,Wellington,1.0,0.9999916553497314
ESP_012008_0975_231,APF00006sg,Wellington,1.0,0.999972939491272
ESP_012008_0975_232,APF00006v2,Wellington,1.0,0.9999971389770508
ESP_012008_0975_233,APF00006ws,Wellington,1.0,0.9999997615814209
ESP_012008_0975_234,APF00006si,Wellington,1.0,0.9999997615814209
ESP_012008_0975_235,APF00006w6,Wellington,1.0,0.9999994039535522
ESP_012008_0975_236,APF00006qd,Wellington,1.0,0.9999958276748657
ESP_012008_0975_237,APF00006sz,Wellington,1.0,0.9999946355819702
ESP_012008_0975_238,APF00006yt,Wellington,1.0,0.9999808073043823
ESP_012008_0975_239,APF00006u3,Wellington,1.0,0.9999957084655762
ESP_012008_0975_240,APF00006rf,Wellington,1.0,0.9999916553497314
ESP_012008_0975_241,APF00006yj,Wellington,1.0,0.999997615814209
ESP_012008_0975_242,APF00006tu,Wellington,1.0,0.9999955892562866
ESP_012008_0975_243,APF00006tc,Wellington,1.0,0.9999747276306152
ESP_012008_0975_244,APF00006qe,Wellington,1.0,0.9999988079071045
ESP_012008_0975_245,APF00006uw,Wellington,1.0,0.9999455213546753
ESP_012008_0975_246,APF00006sw,Wellington,1.0,0.9998171925544739
ESP_012008_0975_247,APF00006tw,Wellington,1.0,0.9999855756759644
ESP_012008_0975_248,APF00006y0,Wellington,1.0,0.9999990463256836
ESP_012008_0975_249,APF00006pd,Wellington,1.0,0.9999988079071045
ESP_012008_0975_250,APF00006xq,Wellington,1.0,0.9999821186065674
ESP_012008_0975_251,APF00006sp,Wellington,1.0,0.9999998807907104
ESP_012008_0975_252,APF00006u0,Wellington,1.0,0.999998927116394
ESP_012008_0975_253,APF00006tv,Wellington,1.0,0.9999997615814209
ESP_012008_0975_254,APF00006vg,Wellington,1.0,0.9999971389770508
ESP_012008_0975_255,APF00006wk,Wellington,1.0,0.9999998807907104
ESP_012008_0975_256,APF00006w5,Wellington,1.0,0.9999996423721313
ESP_012008_0975_257,APF00006pw,Wellington,1.0,0.9999951124191284
ESP_012008_0975_258,APF00006vr,Wellington,1.0,0.9999970197677612
ESP_012008_0975_259,APF00006sn,Wellington,1.0,0.9999983310699463
ESP_012008_0975_260,APF00006ru,Wellington,1.0,0.9999972581863403
ESP_012008_0975_261,APF00006ry,Wellington,1.0,0.9999998807907104
ESP_012008_0975_262,APF00006yb,Wellington,1.0,0.9999998807907104
ESP_012008_0975_263,APF00006uk,Wellington,1.0,0.9999996423721313
ESP_012008_0975_264,APF00006ux,Wellington,1.0,0.9999983310699463
ESP_012008_0975_265,APF00006xm,Wellington,1.0,0.9999973773956299
ESP_012008_0975_266,APF00006p9,Wellington,1.0,0.9999921321868896
ESP_012008_0975_267,APF00006t2,Wellington,1.0,0.9999985694885254
ESP_012008_0975_268,APF00006ro,Wellington,1.0,0.999988317489624
ESP_012008_0975_269,APF00006q8,Wellington,1.0,0.9999785423278809
ESP_012008_0975_270,APF00006ri,Wellington,1.0,0.9999945163726807
ESP_012008_0975_271,APF00006pt,Wellington,1.0,0.9999963045120239
ESP_012008_0975_272,APF00006qa,Wellington,1.0,0.9999979734420776
ESP_012008_0975_273,APF00006te,Wellington,1.0,0.9997876286506653
ESP_012008_0975_274,APF00006un,Wellington,1.0,0.9999995231628418
ESP_012008_0975_275,APF00006pc,Wellington,1.0,0.9999988079071045
ESP_012008_0975_276,APF00006yc,Wellington,1.0,0.9999995231628418
ESP_012008_0975_277,APF00006yx,Wellington,1.0,0.9999984502792358
ESP_012008_0975_278,APF00006rj,Wellington,1.0,0.9999735355377197
ESP_012008_0975_279,APF00006qz,Wellington,1.0,0.9999991655349731
ESP_012008_0975_280,APF00006ul,Wellington,1.0,0.9999490976333618
ESP_012008_0975_281,APF00006uu,Wellington,1.0,0.9999949932098389
ESP_012008_0975_282,APF00006ww,Wellington,1.0,0.9997720122337341
ESP_012008_0975_283,APF00006wm,Wellington,1.0,0.9999998807907104
ESP_012008_0975_284,APF00006w9,Wellington,1.0,0.9999996423721313
ESP_012008_0975_285,APF00006sd,Wellington,1.0,0.9999750852584839
ESP_012008_0975_286,APF00006s7,Wellington,1.0,0.9999955892562866
ESP_012008_0975_287,APF00006xj,Wellington,1.0,0.9999998807907104
