,tile_id,Region,GroundTruth,ClassifierConf
ESP_011296_0975_32,APF00006nm,Wellington,1.0,0.9984083771705627
ESP_011296_0975_33,APF00006mx,Wellington,1.0,0.997887909412384
ESP_011296_0975_34,APF00006n1,Wellington,1.0,0.9958721995353699
ESP_011296_0975_35,APF00006mm,Wellington,1.0,0.9997257590293884
ESP_011296_0975_36,APF00006mz,Wellington,1.0,0.9995294809341431
ESP_011296_0975_37,APF00006nn,Wellington,1.0,0.9999948740005493
ESP_011296_0975_38,APF00006n4,Wellington,1.0,0.9999638795852661
ESP_011296_0975_39,APF00006nl,Wellington,1.0,0.9999157190322876
ESP_011296_0975_40,APF00006nv,Wellington,1.0,0.9999337196350098
ESP_011296_0975_41,APF00006nh,Wellington,1.0,0.9997097849845886
ESP_011296_0975_42,APF00006mt,Wellington,1.0,0.9998973608016968
ESP_011296_0975_43,APF00006ok,Wellington,1.0,0.9998483657836914
ESP_011296_0975_44,APF00006mr,Wellington,1.0,0.9998447895050049
ESP_011296_0975_45,APF00006op,Wellington,1.0,0.9998351335525513
ESP_011296_0975_46,APF00006nw,Wellington,1.0,0.9998106360435486
ESP_011296_0975_47,APF00006n6,Wellington,1.0,0.9995513558387756
ESP_011296_0975_48,APF00006nj,Wellington,1.0,0.9998716115951538
ESP_011296_0975_49,APF00006mg,Wellington,1.0,0.9993422627449036
ESP_011296_0975_50,APF00006nk,Wellington,1.0,0.9994634985923767
ESP_011296_0975_51,APF00006o1,Wellington,1.0,0.9993219375610352
ESP_011296_0975_52,APF00006o7,Wellington,1.0,0.9997126460075378
ESP_011296_0975_53,APF00006no,Wellington,1.0,0.9997792840003967
ESP_011296_0975_54,APF00006np,Wellington,1.0,0.9998956918716431
ESP_011296_0975_55,APF00006ne,Wellington,1.0,0.9998471736907959
ESP_011296_0975_56,APF00006nf,Wellington,1.0,0.9984540939331055
ESP_011296_0975_57,APF00006ns,Wellington,1.0,0.9989818930625916
ESP_011296_0975_58,APF00006mu,Wellington,1.0,0.9965408444404602
ESP_011296_0975_59,APF00006nx,Wellington,1.0,0.9981223940849304
ESP_011296_0975_60,APF00006ml,Wellington,1.0,0.9971121549606323
ESP_011296_0975_61,APF00006oa,Wellington,1.0,0.9960067868232727
ESP_011296_0975_62,APF00006mf,Wellington,1.0,0.9975044131278992
ESP_011296_0975_63,APF00006of,Wellington,1.0,0.9953292608261108
ESP_011296_0975_64,APF00006ng,Wellington,1.0,0.9966263771057129
ESP_011296_0975_65,APF00006o8,Wellington,1.0,0.9976410865783691
ESP_011296_0975_66,APF00006o0,Wellington,1.0,0.9994543194770813
ESP_011296_0975_67,APF00006ou,Wellington,1.0,0.9951135516166687
ESP_011296_0975_68,APF00006oi,Wellington,1.0,0.9883976578712463
ESP_011296_0975_69,APF00006o9,Wellington,1.0,0.9986212253570557
ESP_011296_0975_70,APF00006n7,Wellington,1.0,0.9663566946983337
ESP_011296_0975_71,APF00006mh,Wellington,1.0,0.9721257090568542
ESP_011296_0975_72,APF00006my,Wellington,1.0,0.9521849155426025
ESP_011296_0975_73,APF00006ny,Wellington,1.0,0.9492177963256836
ESP_011296_0975_74,APF00006om,Wellington,1.0,0.9564071893692017
ESP_011296_0975_75,APF00006ob,Wellington,1.0,0.993047297000885
ESP_011296_0975_76,APF00006mn,Wellington,1.0,0.9784683585166931
ESP_011296_0975_77,APF00006nz,Wellington,1.0,0.9686291217803955
ESP_011296_0975_78,APF00006mp,Wellington,1.0,0.9951056241989136
ESP_011296_0975_79,APF00006ow,Wellington,1.0,0.9996861219406128
ESP_011296_0975_80,APF00006oh,Wellington,1.0,0.9998249411582947
ESP_011296_0975_81,APF00006ni,Wellington,1.0,0.9996007084846497
ESP_011296_0975_82,APF00006os,Wellington,1.0,0.9999699592590332
ESP_011296_0975_83,APF00006mj,Wellington,1.0,0.9988366961479187
ESP_011296_0975_84,APF00006n5,Wellington,1.0,0.9953268766403198
ESP_011296_0975_85,APF00006nr,Wellington,1.0,0.9995965361595154
ESP_011296_0975_86,APF00006mi,Wellington,1.0,0.9996275901794434
ESP_011296_0975_87,APF00006na,Wellington,1.0,0.9992233514785767
ESP_011296_0975_88,APF00006oq,Wellington,1.0,0.9997296929359436
ESP_011296_0975_89,APF00006mw,Wellington,1.0,0.9977002739906311
ESP_011296_0975_90,APF00006n3,Wellington,1.0,0.9989996552467346
ESP_012008_0975_0,APF00006ys,Wellington,1.0,0.9873400330543518
ESP_012008_0975_1,APF00006qg,Wellington,1.0,0.9879589080810547
ESP_012008_0975_2,APF00006wy,Wellington,1.0,0.9997346997261047
ESP_012008_0975_3,APF00006ph,Wellington,1.0,0.999297022819519
ESP_012008_0975_4,APF00006yl,Wellington,1.0,0.8703309297561646
ESP_012008_0975_5,APF00006s9,Wellington,1.0,0.9987674951553345
ESP_012008_0975_6,APF00006wn,Wellington,1.0,0.9990746974945068
ESP_012008_0975_7,APF00006x7,Wellington,1.0,0.9998643398284912
ESP_012008_0975_8,APF00006va,Wellington,1.0,0.9998730421066284
ESP_012008_0975_9,APF00006v0,Wellington,1.0,0.9999088048934937
ESP_012008_0975_10,APF00006pz,Wellington,1.0,0.9995743632316589
ESP_012008_0975_11,APF00006xf,Wellington,1.0,0.9970629811286926
ESP_012008_0975_12,APF00006y3,Wellington,1.0,0.9795952439308167
ESP_012008_0975_13,APF00006x9,Wellington,1.0,0.9991293549537659
ESP_012008_0975_14,APF00006ps,Wellington,1.0,0.9995980858802795
ESP_012008_0975_15,APF00006ub,Wellington,1.0,0.9999608993530273
ESP_012008_0975_16,APF00006s8,Wellington,1.0,0.9999116659164429
ESP_012008_0975_17,APF00006vi,Wellington,1.0,0.99998939037323
ESP_012008_0975_18,APF00006r5,Wellington,1.0,0.9998961687088013
ESP_012008_0975_19,APF00006xi,Wellington,1.0,0.9997612833976746
ESP_012008_0975_20,APF00006sf,Wellington,1.0,0.9999529123306274
ESP_012008_0975_21,APF00006wu,Wellington,1.0,0.9997875094413757
ESP_012008_0975_22,APF00006x2,Wellington,1.0,0.9997554421424866
ESP_012008_0975_23,APF00006tz,Wellington,1.0,0.9997487664222717
ESP_012008_0975_24,APF00006ye,Wellington,1.0,0.9992148876190186
ESP_012008_0975_25,APF00006s2,Wellington,1.0,0.9997268319129944
ESP_012008_0975_26,APF00006vl,Wellington,1.0,0.9942597150802612
ESP_012008_0975_27,APF00006r9,Wellington,1.0,0.9983977675437927
ESP_012008_0975_28,APF00006rx,Wellington,1.0,0.996166467666626
ESP_012008_0975_29,APF00006u8,Wellington,1.0,0.9997844099998474
ESP_012008_0975_30,APF00006qs,Wellington,1.0,0.9979973435401917
ESP_012008_0975_31,APF00006v8,Wellington,1.0,0.9988744854927063
ESP_012008_0975_32,APF00006tm,Wellington,1.0,0.9995102882385254
ESP_012008_0975_33,APF00006qu,Wellington,1.0,0.9995570778846741
ESP_012008_0975_34,APF00006r6,Wellington,1.0,0.998604953289032
ESP_012008_0975_35,APF00006pl,Wellington,1.0,0.998132050037384
ESP_012008_0975_36,APF00006qw,Wellington,1.0,0.9997352957725525
ESP_012008_0975_37,APF00006tq,Wellington,1.0,0.9998893737792969
ESP_012008_0975_38,APF00006rk,Wellington,1.0,0.9995695948600769
ESP_012008_0975_39,APF00006td,Wellington,1.0,0.9998555183410645
ESP_012008_0975_40,APF00006ud,Wellington,1.0,0.9992448091506958
ESP_012008_0975_41,APF00006t5,Wellington,1.0,0.9997609257698059
ESP_012008_0975_42,APF00006ql,Wellington,1.0,0.9994982481002808
ESP_012008_0975_43,APF00006x8,Wellington,1.0,0.9998132586479187
ESP_012008_0975_44,APF00006q2,Wellington,1.0,0.9996553659439087
ESP_012008_0975_45,APF00006xs,Wellington,1.0,0.9999065399169922
ESP_012008_0975_46,APF00006uf,Wellington,1.0,0.9998679161071777
ESP_012008_0975_47,APF00006rp,Wellington,1.0,0.999723494052887
ESP_012008_0975_48,APF00006t7,Wellington,1.0,0.9997486472129822
ESP_012008_0975_49,APF00006p5,Wellington,1.0,0.9899709820747375
ESP_012008_0975_50,APF00006t8,Wellington,1.0,0.9993066787719727
ESP_012008_0975_51,APF00006uq,Wellington,1.0,0.999057948589325
ESP_012008_0975_52,APF00006vm,Wellington,1.0,0.9999338388442993
ESP_012008_0975_53,APF00006tt,Wellington,1.0,0.9985112547874451
ESP_012008_0975_54,APF00006ty,Wellington,1.0,0.9997687935829163
ESP_012008_0975_55,APF00006sq,Wellington,1.0,0.999860405921936
ESP_012008_0975_56,APF00006su,Wellington,1.0,0.9996566772460938
ESP_012008_0975_57,APF00006u6,Wellington,1.0,0.9998183846473694
ESP_012008_0975_58,APF00006qp,Wellington,1.0,0.9999021291732788
ESP_012008_0975_59,APF00006ug,Wellington,1.0,0.9999562501907349
ESP_012008_0975_60,APF00006pi,Wellington,1.0,0.9994671940803528
ESP_012008_0975_61,APF00006w8,Wellington,1.0,0.9999058246612549
ESP_012008_0975_62,APF00006p1,Wellington,1.0,0.9999860525131226
ESP_012008_0975_63,APF00006wz,Wellington,1.0,0.9997197985649109
ESP_012008_0975_64,APF00006t0,Wellington,1.0,0.9990359544754028
ESP_012008_0975_65,APF00006vu,Wellington,1.0,0.9841619729995728
ESP_012008_0975_66,APF00006up,Wellington,1.0,0.9930126070976257
ESP_012008_0975_67,APF00006yf,Wellington,1.0,0.9978331923484802
ESP_012008_0975_68,APF00006x3,Wellington,1.0,0.9997267127037048
ESP_012008_0975_69,APF00006w4,Wellington,1.0,0.9999204874038696
ESP_012008_0975_70,APF00006rr,Wellington,1.0,0.9983015060424805
ESP_012008_0975_71,APF00006p6,Wellington,1.0,0.9942492246627808
ESP_012008_0975_72,APF00006vj,Wellington,1.0,0.3737885057926178
ESP_012008_0975_73,APF00006xz,Wellington,1.0,0.9946059584617615
ESP_012008_0975_74,APF00006sa,Wellington,1.0,0.9995107650756836
ESP_012008_0975_75,APF00006s0,Wellington,1.0,0.962482750415802
ESP_012008_0975_76,APF00006q5,Wellington,1.0,0.9997019171714783
ESP_012008_0975_77,APF00006tl,Wellington,1.0,0.9993414282798767
ESP_012008_0975_78,APF00006pv,Wellington,1.0,0.9997382760047913
ESP_012008_0975_79,APF00006v5,Wellington,1.0,0.9999858140945435
ESP_012008_0975_80,APF00006xw,Wellington,1.0,0.9999984502792358
ESP_012008_0975_81,APF00006tr,Wellington,1.0,0.9997909665107727
ESP_012008_0975_82,APF00006xh,Wellington,1.0,0.9995694756507874
ESP_012008_0975_83,APF00006t3,Wellington,1.0,0.9999899864196777
ESP_012008_0975_84,APF00006xb,Wellington,1.0,0.9999666213989258
ESP_012008_0975_85,APF00006uz,Wellington,1.0,0.9999409914016724
ESP_012008_0975_86,APF00006rq,Wellington,1.0,0.9999830722808838
ESP_012008_0975_87,APF00006sh,Wellington,1.0,0.9999942779541016
ESP_012008_0975_88,APF00006vb,Wellington,1.0,0.9999746084213257
ESP_012008_0975_89,APF00006sj,Wellington,1.0,0.9999668598175049
ESP_012008_0975_90,APF00006y7,Wellington,1.0,0.9999690055847168
ESP_012008_0975_91,APF00006pp,Wellington,1.0,0.9999828338623047
ESP_012008_0975_92,APF00006q0,Wellington,1.0,0.9997939467430115
ESP_012008_0975_93,APF00006wl,Wellington,1.0,0.9999878406524658
ESP_012008_0975_94,APF00006v1,Wellington,1.0,0.9997572302818298
ESP_012008_0975_95,APF00006wv,Wellington,1.0,0.9997928738594055
ESP_012008_0975_96,APF00006w1,Wellington,1.0,0.9989915490150452
ESP_012008_0975_97,APF00006rb,Wellington,1.0,0.9985941052436829
ESP_012008_0975_98,APF00006yn,Wellington,1.0,0.9997321963310242
ESP_012008_0975_99,APF00006xo,Wellington,1.0,0.9999567270278931
ESP_012008_0975_100,APF00006v3,Wellington,1.0,0.9998464584350586
ESP_012008_0975_101,APF00006ur,Wellington,1.0,0.9996460676193237
ESP_012008_0975_102,APF00006rv,Wellington,1.0,0.9999313354492188
ESP_012008_0975_103,APF00006pq,Wellington,1.0,0.9986580610275269
ESP_012008_0975_104,APF00006rw,Wellington,1.0,0.999962568283081
ESP_012008_0975_105,APF00006v4,Wellington,1.0,0.9995251893997192
ESP_012008_0975_106,APF00006pk,Wellington,1.0,0.9999507665634155
ESP_012008_0975_107,APF00006wt,Wellington,1.0,0.999976634979248
ESP_012008_0975_108,APF00006tb,Wellington,1.0,0.999941349029541
ESP_012008_0975_109,APF00006r3,Wellington,1.0,0.9993634819984436
ESP_012008_0975_110,APF00006wi,Wellington,1.0,0.9999685287475586
ESP_012008_0975_111,APF00006vf,Wellington,1.0,0.9999711513519287
ESP_012008_0975_112,APF00006p2,Wellington,1.0,0.9999390840530396
ESP_012008_0975_113,APF00006qf,Wellington,1.0,0.9999830722808838
ESP_012008_0975_114,APF00006pj,Wellington,1.0,0.9998295307159424
ESP_012008_0975_115,APF00006xl,Wellington,1.0,0.9998449087142944
ESP_012008_0975_116,APF00006xr,Wellington,1.0,0.9998583793640137
ESP_012008_0975_117,APF00006um,Wellington,1.0,0.9999034404754639
ESP_012008_0975_118,APF00006so,Wellington,1.0,0.9999324083328247
ESP_012008_0975_119,APF00006y5,Wellington,1.0,0.9999010562896729
ESP_012008_0975_120,APF00006ue,Wellington,1.0,0.9996528625488281
ESP_012008_0975_121,APF00006sy,Wellington,1.0,0.999843955039978
ESP_012008_0975_122,APF00006xn,Wellington,1.0,0.9996104836463928
ESP_012008_0975_123,APF00006yo,Wellington,1.0,0.9999806880950928
ESP_012008_0975_124,APF00006q4,Wellington,1.0,0.9999443292617798
ESP_012008_0975_125,APF00006yv,Wellington,1.0,0.9966539144515991
ESP_012008_0975_126,APF00006pa,Wellington,1.0,0.9999740123748779
ESP_012008_0975_127,APF00006us,Wellington,1.0,0.9998908042907715
ESP_012008_0975_128,APF00006q9,Wellington,1.0,0.9999353885650635
ESP_012008_0975_129,APF00006wj,Wellington,1.0,0.9998890161514282
ESP_012008_0975_130,APF00006qc,Wellington,1.0,0.9995083808898926
ESP_012008_0975_131,APF00006yg,Wellington,1.0,0.9997989535331726
ESP_012008_0975_132,APF00006sr,Wellington,1.0,0.9983674883842468
ESP_012008_0975_133,APF00006p3,Wellington,1.0,0.9995505213737488
ESP_012008_0975_134,APF00006vn,Wellington,1.0,0.9994706511497498
ESP_012008_0975_135,APF00006x0,Wellington,1.0,0.9997486472129822
ESP_012008_0975_136,APF00006xc,Wellington,1.0,0.9998646974563599
ESP_012008_0975_137,APF00006s1,Wellington,1.0,0.9993763566017151
ESP_012008_0975_138,APF00006xg,Wellington,1.0,0.9998917579650879
ESP_012008_0975_139,APF00006re,Wellington,1.0,0.9997275471687317
ESP_012008_0975_140,APF00006qm,Wellington,1.0,0.9998576641082764
ESP_012008_0975_141,APF00006qv,Wellington,1.0,0.9997509121894836
ESP_012008_0975_142,APF00006qb,Wellington,1.0,0.999934196472168
ESP_012008_0975_143,APF00006qt,Wellington,1.0,0.9999514818191528
ESP_012008_0975_144,APF00006ve,Wellington,1.0,0.7452020049095154
ESP_012008_0975_145,APF00006w7,Wellington,1.0,0.9987672567367554
ESP_012008_0975_146,APF00006vz,Wellington,1.0,0.9994951486587524
ESP_012008_0975_147,APF00006vq,Wellington,1.0,0.9981156587600708
ESP_012008_0975_148,APF00006pf,Wellington,1.0,0.9999536275863647
ESP_012008_0975_149,APF00006y9,Wellington,1.0,0.9965409636497498
ESP_012008_0975_150,APF00006xv,Wellington,1.0,0.9999872446060181
ESP_012008_0975_151,APF00006vv,Wellington,1.0,0.9997394680976868
ESP_012008_0975_152,APF00006r1,Wellington,1.0,0.999760091304779
ESP_012008_0975_153,APF00006w2,Wellington,1.0,0.9995684027671814
ESP_012008_0975_154,APF00006uv,Wellington,1.0,0.9985660910606384
ESP_012008_0975_155,APF00006th,Wellington,1.0,0.9999971389770508
ESP_012008_0975_156,APF00006qq,Wellington,1.0,0.999987006187439
ESP_012008_0975_157,APF00006wb,Wellington,1.0,0.9999839067459106
ESP_012008_0975_158,APF00006pb,Wellington,1.0,0.9998949766159058
ESP_012008_0975_159,APF00006ui,Wellington,1.0,0.9999833106994629
ESP_012008_0975_160,APF00006y8,Wellington,1.0,0.9996780157089233
ESP_012008_0975_161,APF00006wh,Wellington,1.0,0.9997925162315369
ESP_012008_0975_162,APF00006q7,Wellington,1.0,0.999923586845398
ESP_012008_0975_163,APF00006y2,Wellington,1.0,0.9999891519546509
ESP_012008_0975_164,APF00006yq,Wellington,1.0,0.9998296499252319
ESP_012008_0975_165,APF00006pn,Wellington,1.0,0.9999716281890869
ESP_012008_0975_166,APF00006qh,Wellington,1.0,0.9994893074035645
ESP_012008_0975_167,APF00006tf,Wellington,1.0,0.9997459053993225
ESP_012008_0975_168,APF00006uj,Wellington,1.0,0.9987527132034302
ESP_012008_0975_169,APF00006s4,Wellington,1.0,0.9972702860832214
ESP_012008_0975_170,APF00006sc,Wellington,1.0,0.9999537467956543
ESP_012008_0975_171,APF00006yk,Wellington,1.0,0.9994352459907532
ESP_012008_0975_172,APF00006vd,Wellington,1.0,0.9969479441642761
ESP_012008_0975_173,APF00006x6,Wellington,1.0,0.9993656277656555
ESP_012008_0975_174,APF00006sb,Wellington,1.0,0.9997705817222595
ESP_012008_0975_175,APF00006wq,Wellington,1.0,0.9998440742492676
ESP_012008_0975_176,APF00006wo,Wellington,1.0,0.9998726844787598
ESP_012008_0975_177,APF00006y1,Wellington,1.0,0.9997634291648865
ESP_012008_0975_178,APF00006r8,Wellington,1.0,0.999872088432312
ESP_012008_0975_179,APF00006rc,Wellington,1.0,0.9999914169311523
ESP_012008_0975_180,APF00006xx,Wellington,1.0,0.9999176263809204
ESP_012008_0975_181,APF00006vx,Wellington,1.0,0.999995231628418
ESP_012008_0975_182,APF00006ra,Wellington,1.0,0.9996776580810547
ESP_012008_0975_183,APF00006rn,Wellington,1.0,0.9999579191207886
ESP_012008_0975_184,APF00006p8,Wellington,1.0,0.9999332427978516
ESP_012008_0975_185,APF00006q6,Wellington,1.0,0.9999459981918335
ESP_012008_0975_186,APF00006u9,Wellington,1.0,0.9999885559082031
ESP_012008_0975_187,APF00006r2,Wellington,1.0,0.9998985528945923
ESP_012008_0975_188,APF00006oy,Wellington,1.0,0.9999932050704956
ESP_012008_0975_189,APF00006qn,Wellington,1.0,0.9999972581863403
ESP_012008_0975_190,APF00006pm,Wellington,1.0,0.9999834299087524
ESP_012008_0975_191,APF00006rm,Wellington,1.0,0.9999629259109497
ESP_012008_0975_192,APF00006vo,Wellington,1.0,0.9999629259109497
ESP_012008_0975_193,APF00006sl,Wellington,1.0,0.9998010993003845
ESP_012008_0975_194,APF00006s5,Wellington,1.0,0.9997324347496033
ESP_012008_0975_195,APF00006po,Wellington,1.0,0.9998902082443237
ESP_012008_0975_196,APF00006rs,Wellington,1.0,0.9994426369667053
ESP_012008_0975_197,APF00006xy,Wellington,1.0,0.9998533725738525
ESP_012008_0975_198,APF00006yr,Wellington,1.0,0.9998968839645386
ESP_012008_0975_199,APF00006t6,Wellington,1.0,0.9999371767044067
ESP_012008_0975_200,APF00006vh,Wellington,1.0,0.9995172023773193
ESP_012008_0975_201,APF00006y6,Wellington,1.0,0.999864935874939
ESP_012008_0975_202,APF00006r4,Wellington,1.0,0.9993504881858826
ESP_012008_0975_203,APF00006pe,Wellington,1.0,0.9994630217552185
ESP_012008_0975_204,APF00006q1,Wellington,1.0,0.9998890161514282
ESP_012008_0975_205,APF00006v7,Wellington,1.0,0.999841570854187
ESP_012008_0975_206,APF00006wg,Wellington,1.0,0.9983878135681152
ESP_012008_0975_207,APF00006u1,Wellington,1.0,0.997819185256958
ESP_012008_0975_208,APF00006t9,Wellington,1.0,0.9999227523803711
ESP_012008_0975_209,APF00006rt,Wellington,1.0,0.9998459815979004
ESP_012008_0975_210,APF00006tk,Wellington,1.0,0.9940060377120972
ESP_012008_0975_211,APF00006xd,Wellington,1.0,0.9971060156822205
ESP_012008_0975_212,APF00006se,Wellington,1.0,0.9999629259109497
ESP_012008_0975_213,APF00006vp,Wellington,1.0,0.9998829364776611
ESP_012008_0975_214,APF00006t4,Wellington,1.0,0.9998931884765625
ESP_012008_0975_215,APF00006yp,Wellington,1.0,0.9998779296875
ESP_012008_0975_216,APF00006sk,Wellington,1.0,0.989525556564331
ESP_012008_0975_217,APF00006r7,Wellington,1.0,0.9991975426673889
ESP_012008_0975_218,APF00006tg,Wellington,1.0,0.9997602105140686
ESP_012008_0975_219,APF00006u7,Wellington,1.0,0.9998908042907715
ESP_012008_0975_220,APF00006p4,Wellington,1.0,0.9988716244697571
ESP_012008_0975_221,APF00006vt,Wellington,1.0,0.9998811483383179
ESP_012008_0975_222,APF00006xk,Wellington,1.0,0.9997772574424744
ESP_012008_0975_223,APF00006x1,Wellington,1.0,0.9942479133605957
ESP_012008_0975_224,APF00006v9,Wellington,1.0,0.9997970461845398
ESP_012008_0975_225,APF00006x4,Wellington,1.0,0.9999446868896484
ESP_012008_0975_226,APF00006qj,Wellington,1.0,0.999969482421875
ESP_012008_0975_227,APF00006uo,Wellington,1.0,0.9996035695075989
ESP_012008_0975_228,APF00006ss,Wellington,1.0,0.9999022483825684
ESP_012008_0975_229,APF00006wx,Wellington,1.0,0.9998730421066284
ESP_012008_0975_230,APF00006qi,Wellington,1.0,0.9996592998504639
ESP_012008_0975_231,APF00006sg,Wellington,1.0,0.9999032020568848
ESP_012008_0975_232,APF00006v2,Wellington,1.0,0.9999773502349854
ESP_012008_0975_233,APF00006ws,Wellington,1.0,0.9999868869781494
ESP_012008_0975_234,APF00006si,Wellington,1.0,0.9999849796295166
ESP_012008_0975_235,APF00006w6,Wellington,1.0,0.9999839067459106
ESP_012008_0975_236,APF00006qd,Wellington,1.0,0.9999161958694458
ESP_012008_0975_237,APF00006sz,Wellington,1.0,0.9996949434280396
ESP_012008_0975_238,APF00006yt,Wellington,1.0,0.9994161128997803
ESP_012008_0975_239,APF00006u3,Wellington,1.0,0.999871015548706
ESP_012008_0975_240,APF00006rf,Wellington,1.0,0.9996366500854492
ESP_012008_0975_241,APF00006yj,Wellington,1.0,0.9997736811637878
ESP_012008_0975_242,APF00006tu,Wellington,1.0,0.9992857575416565
ESP_012008_0975_243,APF00006tc,Wellington,1.0,0.9992576241493225
ESP_012008_0975_244,APF00006qe,Wellington,1.0,0.9999122619628906
ESP_012008_0975_245,APF00006uw,Wellington,1.0,0.9995811581611633
ESP_012008_0975_246,APF00006sw,Wellington,1.0,0.9950513243675232
ESP_012008_0975_247,APF00006tw,Wellington,1.0,0.9996621608734131
ESP_012008_0975_248,APF00006y0,Wellington,1.0,0.9998801946640015
ESP_012008_0975_249,APF00006pd,Wellington,1.0,0.9993844032287598
ESP_012008_0975_250,APF00006xq,Wellington,1.0,0.9989247918128967
ESP_012008_0975_251,APF00006sp,Wellington,1.0,0.999996542930603
ESP_012008_0975_252,APF00006u0,Wellington,1.0,0.9999500513076782
ESP_012008_0975_253,APF00006tv,Wellington,1.0,0.9999878406524658
ESP_012008_0975_254,APF00006vg,Wellington,1.0,0.9998471736907959
ESP_012008_0975_255,APF00006wk,Wellington,1.0,0.9999830722808838
ESP_012008_0975_256,APF00006w5,Wellington,1.0,0.9999856948852539
ESP_012008_0975_257,APF00006pw,Wellington,1.0,0.9999713897705078
ESP_012008_0975_258,APF00006vr,Wellington,1.0,0.9999452829360962
ESP_012008_0975_259,APF00006sn,Wellington,1.0,0.9999475479125977
ESP_012008_0975_260,APF00006ru,Wellington,1.0,0.9999617338180542
ESP_012008_0975_261,APF00006ry,Wellington,1.0,0.9999921321868896
ESP_012008_0975_262,APF00006yb,Wellington,1.0,0.9999843835830688
ESP_012008_0975_263,APF00006uk,Wellington,1.0,0.9999924898147583
ESP_012008_0975_264,APF00006ux,Wellington,1.0,0.9999567270278931
ESP_012008_0975_265,APF00006xm,Wellington,1.0,0.9996762275695801
ESP_012008_0975_266,APF00006p9,Wellington,1.0,0.999756395816803
ESP_012008_0975_267,APF00006t2,Wellington,1.0,0.9999661445617676
ESP_012008_0975_268,APF00006ro,Wellington,1.0,0.9998874664306641
ESP_012008_0975_269,APF00006q8,Wellington,1.0,0.9998307228088379
ESP_012008_0975_270,APF00006ri,Wellington,1.0,0.99958735704422
ESP_012008_0975_271,APF00006pt,Wellington,1.0,0.9998873472213745
ESP_012008_0975_272,APF00006qa,Wellington,1.0,0.9999269247055054
ESP_012008_0975_273,APF00006te,Wellington,1.0,0.9988861680030823
ESP_012008_0975_274,APF00006un,Wellington,1.0,0.9999595880508423
ESP_012008_0975_275,APF00006pc,Wellington,1.0,0.9999576807022095
ESP_012008_0975_276,APF00006yc,Wellington,1.0,0.999985933303833
ESP_012008_0975_277,APF00006yx,Wellington,1.0,0.9997484087944031
ESP_012008_0975_278,APF00006rj,Wellington,1.0,0.9993684887886047
ESP_012008_0975_279,APF00006qz,Wellington,1.0,0.9999191761016846
ESP_012008_0975_280,APF00006ul,Wellington,1.0,0.9968456625938416
ESP_012008_0975_281,APF00006uu,Wellington,1.0,0.9993686079978943
ESP_012008_0975_282,APF00006ww,Wellington,1.0,0.9992672801017761
ESP_012008_0975_283,APF00006wm,Wellington,1.0,0.9999961853027344
ESP_012008_0975_284,APF00006w9,Wellington,1.0,0.9999567270278931
ESP_012008_0975_285,APF00006sd,Wellington,1.0,0.9983312487602234
ESP_012008_0975_286,APF00006s7,Wellington,1.0,0.9992839694023132
