,tile_id,Region,GroundTruth,ClassifierConf
ESP_012008_0975_48,APF00006t7,Wellington,1.0,0.9993504881858826
ESP_012008_0975_49,APF00006p5,Wellington,1.0,0.9966822266578674
ESP_012008_0975_50,APF00006t8,Wellington,1.0,0.999397873878479
ESP_012008_0975_51,APF00006uq,Wellington,1.0,0.9994757771492004
ESP_012008_0975_52,APF00006vm,Wellington,1.0,0.9999133348464966
ESP_012008_0975_53,APF00006tt,Wellington,1.0,0.9981403350830078
ESP_012008_0975_54,APF00006ty,Wellington,1.0,0.9996368885040283
ESP_012008_0975_55,APF00006sq,Wellington,1.0,0.9997478127479553
ESP_012008_0975_56,APF00006su,Wellington,1.0,0.9991963505744934
ESP_012008_0975_57,APF00006u6,Wellington,1.0,0.9995673298835754
ESP_012008_0975_58,APF00006qp,Wellington,1.0,0.9998390674591064
ESP_012008_0975_59,APF00006ug,Wellington,1.0,0.9999648332595825
ESP_012008_0975_60,APF00006pi,Wellington,1.0,0.998826801776886
ESP_012008_0975_61,APF00006w8,Wellington,1.0,0.9998262524604797
ESP_012008_0975_62,APF00006p1,Wellington,1.0,0.9999076128005981
ESP_012008_0975_63,APF00006wz,Wellington,1.0,0.9993953704833984
ESP_012008_0975_64,APF00006t0,Wellington,1.0,0.9977582097053528
ESP_012008_0975_65,APF00006vu,Wellington,1.0,0.9435859322547913
ESP_012008_0975_66,APF00006up,Wellington,1.0,0.9892358183860779
ESP_012008_0975_67,APF00006yf,Wellington,1.0,0.9933030605316162
ESP_012008_0975_68,APF00006x3,Wellington,1.0,0.9986365437507629
ESP_012008_0975_69,APF00006w4,Wellington,1.0,0.9998294115066528
ESP_012008_0975_70,APF00006rr,Wellington,1.0,0.9932582378387451
ESP_012008_0975_71,APF00006p6,Wellington,1.0,0.9933854937553406
ESP_012008_0975_72,APF00006vj,Wellington,1.0,0.9453758001327515
ESP_012008_0975_73,APF00006xz,Wellington,1.0,0.9557227492332458
ESP_012008_0975_74,APF00006sa,Wellington,1.0,0.9945231676101685
ESP_012008_0975_75,APF00006s0,Wellington,1.0,0.9604743123054504
ESP_012008_0975_76,APF00006q5,Wellington,1.0,0.9965550899505615
ESP_012008_0975_77,APF00006tl,Wellington,1.0,0.999183714389801
ESP_012008_0975_78,APF00006pv,Wellington,1.0,0.9996401071548462
ESP_012008_0975_79,APF00006v5,Wellington,1.0,0.9999439716339111
ESP_012008_0975_80,APF00006xw,Wellington,1.0,0.9999765157699585
ESP_012008_0975_81,APF00006tr,Wellington,1.0,0.9994093179702759
ESP_012008_0975_82,APF00006xh,Wellington,1.0,0.9990341663360596
ESP_012008_0975_83,APF00006t3,Wellington,1.0,0.9999758005142212
ESP_012008_0975_84,APF00006xb,Wellington,1.0,0.999813973903656
ESP_012008_0975_85,APF00006uz,Wellington,1.0,0.9998695850372314
ESP_012008_0975_86,APF00006rq,Wellington,1.0,0.9999457597732544
ESP_012008_0975_87,APF00006sh,Wellington,1.0,0.999980092048645
ESP_012008_0975_88,APF00006vb,Wellington,1.0,0.9999326467514038
ESP_012008_0975_89,APF00006sj,Wellington,1.0,0.9999703168869019
ESP_012008_0975_90,APF00006y7,Wellington,1.0,0.9999868869781494
ESP_012008_0975_91,APF00006pp,Wellington,1.0,0.9999955892562866
ESP_012008_0975_92,APF00006q0,Wellington,1.0,0.9999808073043823
ESP_012008_0975_93,APF00006wl,Wellington,1.0,0.9999920129776001
ESP_012008_0975_94,APF00006v1,Wellington,1.0,0.9999920129776001
ESP_012008_0975_95,APF00006wv,Wellington,1.0,0.9999942779541016
ESP_012008_0975_96,APF00006w1,Wellington,1.0,0.9999446868896484
ESP_012008_0975_97,APF00006rb,Wellington,1.0,0.9999611377716064
ESP_012008_0975_98,APF00006yn,Wellington,1.0,0.99997878074646
ESP_012008_0975_99,APF00006xo,Wellington,1.0,0.9999827146530151
ESP_012008_0975_100,APF00006v3,Wellington,1.0,0.9999768733978271
ESP_012008_0975_101,APF00006ur,Wellington,1.0,0.9999710321426392
ESP_012008_0975_102,APF00006rv,Wellington,1.0,0.9999864101409912
ESP_012008_0975_103,APF00006pq,Wellington,1.0,0.9998763799667358
ESP_012008_0975_104,APF00006rw,Wellington,1.0,0.9999954700469971
ESP_012008_0975_105,APF00006v4,Wellington,1.0,0.9999467134475708
ESP_012008_0975_106,APF00006pk,Wellington,1.0,0.9999908208847046
ESP_012008_0975_107,APF00006wt,Wellington,1.0,0.9999804496765137
ESP_012008_0975_108,APF00006tb,Wellington,1.0,0.9999918937683105
ESP_012008_0975_109,APF00006r3,Wellington,1.0,0.9998857975006104
ESP_012008_0975_110,APF00006wi,Wellington,1.0,0.9999397993087769
ESP_012008_0975_111,APF00006vf,Wellington,1.0,0.9998946189880371
ESP_012008_0975_112,APF00006p2,Wellington,1.0,0.9999756813049316
ESP_012008_0975_113,APF00006qf,Wellington,1.0,0.9999200105667114
ESP_012008_0975_114,APF00006pj,Wellington,1.0,0.9999722242355347
ESP_012008_0975_115,APF00006xl,Wellington,1.0,0.9999812841415405
ESP_012008_0975_116,APF00006xr,Wellington,1.0,0.9999566078186035
ESP_012008_0975_117,APF00006um,Wellington,1.0,0.9999339580535889
ESP_012008_0975_118,APF00006so,Wellington,1.0,0.9999171495437622
ESP_012008_0975_119,APF00006y5,Wellington,1.0,0.9999353885650635
ESP_012008_0975_120,APF00006ue,Wellington,1.0,0.9997742772102356
ESP_012008_0975_121,APF00006sy,Wellington,1.0,0.9990819692611694
ESP_012008_0975_122,APF00006xn,Wellington,1.0,0.9998143315315247
ESP_012008_0975_123,APF00006yo,Wellington,1.0,0.9999524354934692
ESP_012008_0975_124,APF00006q4,Wellington,1.0,0.9998865127563477
ESP_012008_0975_125,APF00006yv,Wellington,1.0,0.9983558058738708
ESP_012008_0975_126,APF00006pa,Wellington,1.0,0.9999330043792725
ESP_012008_0975_127,APF00006us,Wellington,1.0,0.9999436140060425
ESP_012008_0975_128,APF00006q9,Wellington,1.0,0.9997081160545349
ESP_012008_0975_129,APF00006wj,Wellington,1.0,0.9996658563613892
ESP_012008_0975_130,APF00006qc,Wellington,1.0,0.9996663331985474
ESP_012008_0975_131,APF00006yg,Wellington,1.0,0.9991905093193054
ESP_012008_0975_132,APF00006sr,Wellington,1.0,0.9954444169998169
ESP_012008_0975_133,APF00006p3,Wellington,1.0,0.9992952346801758
ESP_012008_0975_134,APF00006vn,Wellington,1.0,0.9989266991615295
ESP_012008_0975_135,APF00006x0,Wellington,1.0,0.9991801381111145
ESP_012008_0975_136,APF00006xc,Wellington,1.0,0.999416708946228
ESP_012008_0975_137,APF00006s1,Wellington,1.0,0.9978781938552856
ESP_012008_0975_138,APF00006xg,Wellington,1.0,0.9996917247772217
ESP_012008_0975_139,APF00006re,Wellington,1.0,0.9993851184844971
ESP_012008_0975_140,APF00006qm,Wellington,1.0,0.9996182918548584
ESP_012008_0975_141,APF00006qv,Wellington,1.0,0.9992632269859314
ESP_012008_0975_142,APF00006qb,Wellington,1.0,0.9998270869255066
ESP_012008_0975_143,APF00006qt,Wellington,1.0,0.9996234178543091
ESP_012008_0975_144,APF00006ve,Wellington,1.0,0.9636029601097107
ESP_012008_0975_145,APF00006w7,Wellington,1.0,0.992495059967041
ESP_012008_0975_146,APF00006vz,Wellington,1.0,0.9956133365631104
ESP_012008_0975_147,APF00006vq,Wellington,1.0,0.99004727602005
ESP_012008_0975_148,APF00006pf,Wellington,1.0,0.999119222164154
ESP_012008_0975_149,APF00006y9,Wellington,1.0,0.9948214292526245
ESP_012008_0975_150,APF00006xv,Wellington,1.0,0.9999372959136963
ESP_012008_0975_151,APF00006vv,Wellington,1.0,0.9993459582328796
ESP_012008_0975_152,APF00006r1,Wellington,1.0,0.9996129870414734
ESP_012008_0975_153,APF00006w2,Wellington,1.0,0.9990967512130737
ESP_012008_0975_154,APF00006uv,Wellington,1.0,0.9975599050521851
ESP_012008_0975_155,APF00006th,Wellington,1.0,0.9999951124191284
ESP_012008_0975_156,APF00006qq,Wellington,1.0,0.999936580657959
ESP_012008_0975_157,APF00006wb,Wellington,1.0,0.9999316930770874
ESP_012008_0975_158,APF00006pb,Wellington,1.0,0.9998496770858765
ESP_012008_0975_159,APF00006ui,Wellington,1.0,0.9999655485153198
ESP_012008_0975_160,APF00006y8,Wellington,1.0,0.9998679161071777
ESP_012008_0975_161,APF00006wh,Wellington,1.0,0.9999070167541504
ESP_012008_0975_162,APF00006q7,Wellington,1.0,0.9999786615371704
ESP_012008_0975_163,APF00006y2,Wellington,1.0,0.9999961853027344
ESP_012008_0975_164,APF00006yq,Wellington,1.0,0.9999810457229614
ESP_012008_0975_165,APF00006pn,Wellington,1.0,0.9999912977218628
ESP_012008_0975_166,APF00006qh,Wellington,1.0,0.9999655485153198
ESP_012008_0975_167,APF00006tf,Wellington,1.0,0.9999834299087524
ESP_012008_0975_168,APF00006uj,Wellington,1.0,0.9999159574508667
ESP_012008_0975_169,APF00006s4,Wellington,1.0,0.9998341798782349
ESP_012008_0975_170,APF00006sc,Wellington,1.0,0.9999775886535645
ESP_012008_0975_171,APF00006yk,Wellington,1.0,0.999985933303833
ESP_012008_0975_172,APF00006vd,Wellington,1.0,0.9998939037322998
ESP_012008_0975_173,APF00006x6,Wellington,1.0,0.9998462200164795
ESP_012008_0975_174,APF00006sb,Wellington,1.0,0.9999691247940063
ESP_012008_0975_175,APF00006wq,Wellington,1.0,0.999954104423523
ESP_012008_0975_176,APF00006wo,Wellington,1.0,0.9999792575836182
ESP_012008_0975_177,APF00006y1,Wellington,1.0,0.9999442100524902
ESP_012008_0975_178,APF00006r8,Wellington,1.0,0.9999690055847168
ESP_012008_0975_179,APF00006rc,Wellington,1.0,0.9999831914901733
ESP_012008_0975_180,APF00006xx,Wellington,1.0,0.9999470710754395
ESP_012008_0975_181,APF00006vx,Wellington,1.0,0.9999911785125732
ESP_012008_0975_182,APF00006ra,Wellington,1.0,0.9999654293060303
ESP_012008_0975_183,APF00006rn,Wellington,1.0,0.9999508857727051
ESP_012008_0975_184,APF00006p8,Wellington,1.0,0.9998767375946045
ESP_012008_0975_185,APF00006q6,Wellington,1.0,0.9999521970748901
ESP_012008_0975_186,APF00006u9,Wellington,1.0,0.999988317489624
ESP_012008_0975_187,APF00006r2,Wellington,1.0,0.9999911785125732
ESP_012008_0975_188,APF00006oy,Wellington,1.0,0.9999979734420776
ESP_012008_0975_189,APF00006qn,Wellington,1.0,0.999995231628418
ESP_012008_0975_190,APF00006pm,Wellington,1.0,0.9999576807022095
ESP_012008_0975_191,APF00006rm,Wellington,1.0,0.9999560117721558
ESP_012008_0975_192,APF00006vo,Wellington,1.0,0.999966025352478
ESP_012008_0975_193,APF00006sl,Wellington,1.0,0.9994714856147766
ESP_012008_0975_194,APF00006s5,Wellington,1.0,0.9998570680618286
ESP_012008_0975_195,APF00006po,Wellington,1.0,0.9999765157699585
ESP_012008_0975_196,APF00006rs,Wellington,1.0,0.9996421337127686
ESP_012008_0975_197,APF00006xy,Wellington,1.0,0.9996883869171143
ESP_012008_0975_198,APF00006yr,Wellington,1.0,0.9997901320457458
ESP_012008_0975_199,APF00006t6,Wellington,1.0,0.9999032020568848
ESP_012008_0975_200,APF00006vh,Wellington,1.0,0.999123752117157
ESP_012008_0975_201,APF00006y6,Wellington,1.0,0.9998494386672974
ESP_012008_0975_202,APF00006r4,Wellington,1.0,0.9991149306297302
ESP_012008_0975_203,APF00006pe,Wellington,1.0,0.9984956979751587
ESP_012008_0975_204,APF00006q1,Wellington,1.0,0.9992371797561646
ESP_012008_0975_205,APF00006v7,Wellington,1.0,0.9994581341743469
ESP_012008_0975_206,APF00006wg,Wellington,1.0,0.9967806339263916
ESP_012008_0975_207,APF00006u1,Wellington,1.0,0.9921513795852661
ESP_012008_0975_208,APF00006t9,Wellington,1.0,0.9996299743652344
ESP_012008_0975_209,APF00006rt,Wellington,1.0,0.9995535016059875
ESP_012008_0975_210,APF00006tk,Wellington,1.0,0.9941731095314026
ESP_012008_0975_211,APF00006xd,Wellington,1.0,0.9936556816101074
ESP_012008_0975_212,APF00006se,Wellington,1.0,0.9997615218162537
ESP_012008_0975_213,APF00006vp,Wellington,1.0,0.9996553659439087
ESP_012008_0975_214,APF00006t4,Wellington,1.0,0.9998010993003845
ESP_012008_0975_215,APF00006yp,Wellington,1.0,0.999492883682251
ESP_012008_0975_216,APF00006sk,Wellington,1.0,0.9933760762214661
ESP_012008_0975_217,APF00006r7,Wellington,1.0,0.9912433624267578
ESP_012008_0975_218,APF00006tg,Wellington,1.0,0.9987109899520874
ESP_012008_0975_219,APF00006u7,Wellington,1.0,0.9996569156646729
ESP_012008_0975_220,APF00006p4,Wellington,1.0,0.9945367574691772
ESP_012008_0975_221,APF00006vt,Wellington,1.0,0.9996449947357178
ESP_012008_0975_222,APF00006xk,Wellington,1.0,0.99919193983078
ESP_012008_0975_223,APF00006x1,Wellington,1.0,0.9935436248779297
ESP_012008_0975_224,APF00006v9,Wellington,1.0,0.9992640614509583
ESP_012008_0975_225,APF00006x4,Wellington,1.0,0.9999221563339233
ESP_012008_0975_226,APF00006qj,Wellington,1.0,0.9997488856315613
ESP_012008_0975_227,APF00006uo,Wellington,1.0,0.9995489716529846
ESP_012008_0975_228,APF00006ss,Wellington,1.0,0.9993127584457397
ESP_012008_0975_229,APF00006wx,Wellington,1.0,0.9998157620429993
ESP_012008_0975_230,APF00006qi,Wellington,1.0,0.9997228980064392
ESP_012008_0975_231,APF00006sg,Wellington,1.0,0.9997959733009338
ESP_012008_0975_232,APF00006v2,Wellington,1.0,0.9999442100524902
ESP_012008_0975_233,APF00006ws,Wellington,1.0,0.99998939037323
ESP_012008_0975_234,APF00006si,Wellington,1.0,0.9999406337738037
ESP_012008_0975_235,APF00006w6,Wellington,1.0,0.9999750852584839
ESP_012008_0975_236,APF00006qd,Wellington,1.0,0.9999711513519287
ESP_012008_0975_237,APF00006sz,Wellington,1.0,0.9999344348907471
ESP_012008_0975_238,APF00006yt,Wellington,1.0,0.9998735189437866
ESP_012008_0975_239,APF00006u3,Wellington,1.0,0.9999394416809082
ESP_012008_0975_240,APF00006rf,Wellington,1.0,0.999942421913147
ESP_012008_0975_241,APF00006yj,Wellington,1.0,0.9999761581420898
ESP_012008_0975_242,APF00006tu,Wellington,1.0,0.9999656677246094
ESP_012008_0975_243,APF00006tc,Wellington,1.0,0.9999539852142334
ESP_012008_0975_244,APF00006qe,Wellington,1.0,0.999964714050293
ESP_012008_0975_245,APF00006uw,Wellington,1.0,0.9997326731681824
ESP_012008_0975_246,APF00006sw,Wellington,1.0,0.999764621257782
ESP_012008_0975_247,APF00006tw,Wellington,1.0,0.9998807907104492
ESP_012008_0975_248,APF00006y0,Wellington,1.0,0.9999129772186279
ESP_012008_0975_249,APF00006pd,Wellington,1.0,0.9999560117721558
ESP_012008_0975_250,APF00006xq,Wellington,1.0,0.9999139308929443
ESP_012008_0975_251,APF00006sp,Wellington,1.0,0.9999943971633911
ESP_012008_0975_252,APF00006u0,Wellington,1.0,0.9999834299087524
ESP_012008_0975_253,APF00006tv,Wellington,1.0,0.9999934434890747
ESP_012008_0975_254,APF00006vg,Wellington,1.0,0.9999508857727051
ESP_012008_0975_255,APF00006wk,Wellington,1.0,0.9999746084213257
ESP_012008_0975_256,APF00006w5,Wellington,1.0,0.9999357461929321
ESP_012008_0975_257,APF00006pw,Wellington,1.0,0.9999603033065796
ESP_012008_0975_258,APF00006vr,Wellington,1.0,0.9999547004699707
ESP_012008_0975_259,APF00006sn,Wellington,1.0,0.9999614953994751
ESP_012008_0975_260,APF00006ru,Wellington,1.0,0.9999752044677734
ESP_012008_0975_261,APF00006ry,Wellington,1.0,0.9999756813049316
ESP_012008_0975_262,APF00006yb,Wellington,1.0,0.9999701976776123
ESP_012008_0975_263,APF00006uk,Wellington,1.0,0.9999799728393555
ESP_012008_0975_264,APF00006ux,Wellington,1.0,0.9999160766601562
ESP_012008_0975_265,APF00006xm,Wellington,1.0,0.9998457431793213
ESP_012008_0975_266,APF00006p9,Wellington,1.0,0.9998977184295654
ESP_012008_0975_267,APF00006t2,Wellington,1.0,0.9998921155929565
ESP_012008_0975_268,APF00006ro,Wellington,1.0,0.999784529209137
ESP_012008_0975_269,APF00006q8,Wellington,1.0,0.999883770942688
ESP_012008_0975_270,APF00006ri,Wellington,1.0,0.9996219873428345
ESP_012008_0975_271,APF00006pt,Wellington,1.0,0.9999562501907349
ESP_012008_0975_272,APF00006qa,Wellington,1.0,0.9997590184211731
ESP_012008_0975_273,APF00006te,Wellington,1.0,0.9987457990646362
ESP_012008_0975_274,APF00006un,Wellington,1.0,0.9996932744979858
ESP_012008_0975_275,APF00006pc,Wellington,1.0,0.9998897314071655
ESP_012008_0975_276,APF00006yc,Wellington,1.0,0.9999699592590332
ESP_012008_0975_277,APF00006yx,Wellington,1.0,0.9996299743652344
ESP_012008_0975_278,APF00006rj,Wellington,1.0,0.9994789958000183
ESP_012008_0975_279,APF00006qz,Wellington,1.0,0.9995859265327454
ESP_012008_0975_280,APF00006ul,Wellington,1.0,0.9985474944114685
ESP_012008_0975_281,APF00006uu,Wellington,1.0,0.9995459914207458
ESP_012008_0975_282,APF00006ww,Wellington,1.0,0.9984211921691895
ESP_012008_0975_283,APF00006wm,Wellington,1.0,0.9999849796295166
ESP_012008_0975_284,APF00006w9,Wellington,1.0,0.9997182488441467
ESP_012008_0975_285,APF00006sd,Wellington,1.0,0.9957906603813171
ESP_012008_0975_286,APF00006s7,Wellington,1.0,0.9983900785446167
ESP_012008_0975_287,APF00006xj,Wellington,1.0,0.9999723434448242
ESP_012008_0975_288,APF00006vw,Wellington,1.0,0.997002899646759
ESP_012008_0975_289,APF00006qy,Wellington,1.0,0.9674201011657715
